grantee,table_schema,table_name,privilege_type
postgres,public,quotas_usage,TRUNCATE
postgres,public,quotas_usage,UPDATE
service_role,public,quotas_usage,DELETE
service_role,public,quotas_usage,INSERT
service_role,public,quotas_usage,REFERENCES
service_role,public,quotas_usage,SELECT
service_role,public,quotas_usage,TRIGGER
service_role,public,quotas_usage,TRUNCATE
service_role,public,quotas_usage,UPDATE
anon,public,regies,DELETE
anon,public,regies,INSERT
anon,public,regies,REFERENCES
anon,public,regies,SELECT
anon,public,regies,TRIGGER
anon,public,regies,TRUNCATE
anon,public,regies,UPDATE
authenticated,public,regies,DELETE
authenticated,public,regies,INSERT
authenticated,public,regies,REFERENCES
authenticated,public,regies,SELECT
authenticated,public,regies,TRIGGER
authenticated,public,regies,TRUNCATE
authenticated,public,regies,UPDATE
postgres,public,regies,DELETE
postgres,public,regies,INSERT
postgres,public,regies,REFERENCES
postgres,public,regies,SELECT
postgres,public,regies,TRIGGER
postgres,public,regies,TRUNCATE
postgres,public,regies,UPDATE
service_role,public,regies,DELETE
service_role,public,regies,INSERT
service_role,public,regies,REFERENCES
service_role,public,regies,SELECT
service_role,public,regies,TRIGGER
service_role,public,regies,TRUNCATE
service_role,public,regies,UPDATE
anon,public,regies_backup_20241220,DELETE
anon,public,regies_backup_20241220,INSERT
anon,public,regies_backup_20241220,REFERENCES
anon,public,regies_backup_20241220,SELECT
anon,public,regies_backup_20241220,TRIGGER
anon,public,regies_backup_20241220,TRUNCATE
anon,public,regies_backup_20241220,UPDATE
authenticated,public,regies_backup_20241220,DELETE
authenticated,public,regies_backup_20241220,INSERT
authenticated,public,regies_backup_20241220,REFERENCES
authenticated,public,regies_backup_20241220,SELECT
authenticated,public,regies_backup_20241220,TRIGGER
authenticated,public,regies_backup_20241220,TRUNCATE
authenticated,public,regies_backup_20241220,UPDATE
postgres,public,regies_backup_20241220,DELETE
postgres,public,regies_backup_20241220,INSERT
postgres,public,regies_backup_20241220,REFERENCES
postgres,public,regies_backup_20241220,SELECT
postgres,public,regies_backup_20241220,TRIGGER
postgres,public,regies_backup_20241220,TRUNCATE
postgres,public,regies_backup_20241220,UPDATE
service_role,public,regies_backup_20241220,DELETE
service_role,public,regies_backup_20241220,INSERT
service_role,public,regies_backup_20241220,REFERENCES
service_role,public,regies_backup_20241220,SELECT
service_role,public,regies_backup_20241220,TRIGGER
service_role,public,regies_backup_20241220,TRUNCATE
service_role,public,regies_backup_20241220,UPDATE
anon,public,regies_entreprises,DELETE
anon,public,regies_entreprises,INSERT
anon,public,regies_entreprises,REFERENCES
anon,public,regies_entreprises,SELECT
anon,public,regies_entreprises,TRIGGER
anon,public,regies_entreprises,TRUNCATE
anon,public,regies_entreprises,UPDATE
authenticated,public,regies_entreprises,DELETE
authenticated,public,regies_entreprises,INSERT
authenticated,public,regies_entreprises,REFERENCES
authenticated,public,regies_entreprises,SELECT
authenticated,public,regies_entreprises,TRIGGER
authenticated,public,regies_entreprises,TRUNCATE
authenticated,public,regies_entreprises,UPDATE
postgres,public,regies_entreprises,DELETE
postgres,public,regies_entreprises,INSERT
postgres,public,regies_entreprises,REFERENCES
postgres,public,regies_entreprises,SELECT
postgres,public,regies_entreprises,TRIGGER
postgres,public,regies_entreprises,TRUNCATE
postgres,public,regies_entreprises,UPDATE
service_role,public,regies_entreprises,DELETE
service_role,public,regies_entreprises,INSERT
service_role,public,regies_entreprises,REFERENCES
service_role,public,regies_entreprises,SELECT
service_role,public,regies_entreprises,TRIGGER
service_role,public,regies_entreprises,TRUNCATE
service_role,public,regies_entreprises,UPDATE
anon,public,techniciens,DELETE
anon,public,techniciens,INSERT
anon,public,techniciens,REFERENCES
anon,public,techniciens,SELECT
anon,public,techniciens,TRIGGER
anon,public,techniciens,TRUNCATE
anon,public,techniciens,UPDATE
authenticated,public,techniciens,DELETE
authenticated,public,techniciens,INSERT
authenticated,public,techniciens,REFERENCES
authenticated,public,techniciens,SELECT
authenticated,public,techniciens,TRIGGER
authenticated,public,techniciens,TRUNCATE
authenticated,public,techniciens,UPDATE
postgres,public,techniciens,DELETE
postgres,public,techniciens,INSERT
postgres,public,techniciens,REFERENCES
postgres,public,techniciens,SELECT
postgres,public,techniciens,TRIGGER
postgres,public,techniciens,TRUNCATE
postgres,public,techniciens,UPDATE
service_role,public,techniciens,DELETE
service_role,public,techniciens,INSERT
service_role,public,techniciens,REFERENCES
service_role,public,techniciens,SELECT
service_role,public,techniciens,TRIGGER
service_role,public,techniciens,TRUNCATE
service_role,public,techniciens,UPDATE
anon,public,tickets,DELETE
anon,public,tickets,INSERT
anon,public,tickets,REFERENCES
anon,public,tickets,SELECT
anon,public,tickets,TRIGGER
anon,public,tickets,TRUNCATE
anon,public,tickets,UPDATE
authenticated,public,tickets,DELETE
authenticated,public,tickets,INSERT
authenticated,public,tickets,REFERENCES
authenticated,public,tickets,SELECT
authenticated,public,tickets,TRIGGER
authenticated,public,tickets,TRUNCATE
authenticated,public,tickets,UPDATE
postgres,public,tickets,DELETE
postgres,public,tickets,INSERT
postgres,public,tickets,REFERENCES
postgres,public,tickets,SELECT
postgres,public,tickets,TRIGGER
postgres,public,tickets,TRUNCATE
postgres,public,tickets,UPDATE
service_role,public,tickets,DELETE
service_role,public,tickets,INSERT
service_role,public,tickets,REFERENCES
service_role,public,tickets,SELECT
service_role,public,tickets,TRIGGER
service_role,public,tickets,TRUNCATE
service_role,public,tickets,UPDATE
anon,public,tickets_complets,DELETE
anon,public,tickets_complets,INSERT
anon,public,tickets_complets,REFERENCES
anon,public,tickets_complets,SELECT
anon,public,tickets_complets,TRIGGER
anon,public,tickets_complets,TRUNCATE
anon,public,tickets_complets,UPDATE
authenticated,public,tickets_complets,DELETE
authenticated,public,tickets_complets,INSERT
authenticated,public,tickets_complets,REFERENCES
authenticated,public,tickets_complets,SELECT
authenticated,public,tickets_complets,TRIGGER
authenticated,public,tickets_complets,TRUNCATE
authenticated,public,tickets_complets,UPDATE
postgres,public,tickets_complets,DELETE
postgres,public,tickets_complets,INSERT
postgres,public,tickets_complets,REFERENCES
postgres,public,tickets_complets,SELECT
postgres,public,tickets_complets,TRIGGER
postgres,public,tickets_complets,TRUNCATE
postgres,public,tickets_complets,UPDATE
service_role,public,tickets_complets,DELETE
service_role,public,tickets_complets,INSERT
service_role,public,tickets_complets,REFERENCES
service_role,public,tickets_complets,SELECT
service_role,public,tickets_complets,TRIGGER
service_role,public,tickets_complets,TRUNCATE
service_role,public,tickets_complets,UPDATE
anon,public,tickets_disponibilites,DELETE
anon,public,tickets_disponibilites,INSERT
anon,public,tickets_disponibilites,REFERENCES
anon,public,tickets_disponibilites,SELECT
anon,public,tickets_disponibilites,TRIGGER
anon,public,tickets_disponibilites,TRUNCATE
anon,public,tickets_disponibilites,UPDATE
authenticated,public,tickets_disponibilites,DELETE
authenticated,public,tickets_disponibilites,INSERT
authenticated,public,tickets_disponibilites,REFERENCES
authenticated,public,tickets_disponibilites,SELECT
authenticated,public,tickets_disponibilites,TRIGGER
authenticated,public,tickets_disponibilites,TRUNCATE
authenticated,public,tickets_disponibilites,UPDATE
postgres,public,tickets_disponibilites,DELETE
postgres,public,tickets_disponibilites,INSERT
postgres,public,tickets_disponibilites,REFERENCES
postgres,public,tickets_disponibilites,SELECT
postgres,public,tickets_disponibilites,TRIGGER
postgres,public,tickets_disponibilites,TRUNCATE
postgres,public,tickets_disponibilites,UPDATE
service_role,public,tickets_disponibilites,DELETE
service_role,public,tickets_disponibilites,INSERT
service_role,public,tickets_disponibilites,REFERENCES
service_role,public,tickets_disponibilites,SELECT
service_role,public,tickets_disponibilites,TRIGGER
service_role,public,tickets_disponibilites,TRUNCATE
service_role,public,tickets_disponibilites,UPDATE
anon,public,tickets_visibles_entreprise,DELETE
anon,public,tickets_visibles_entreprise,INSERT
anon,public,tickets_visibles_entreprise,REFERENCES
anon,public,tickets_visibles_entreprise,SELECT
anon,public,tickets_visibles_entreprise,TRIGGER
anon,public,tickets_visibles_entreprise,TRUNCATE
anon,public,tickets_visibles_entreprise,UPDATE
authenticated,public,tickets_visibles_entreprise,DELETE
authenticated,public,tickets_visibles_entreprise,INSERT
authenticated,public,tickets_visibles_entreprise,REFERENCES
authenticated,public,tickets_visibles_entreprise,SELECT
authenticated,public,tickets_visibles_entreprise,TRIGGER
authenticated,public,tickets_visibles_entreprise,TRUNCATE
authenticated,public,tickets_visibles_entreprise,UPDATE
postgres,public,tickets_visibles_entreprise,DELETE
postgres,public,tickets_visibles_entreprise,INSERT
postgres,public,tickets_visibles_entreprise,REFERENCES
postgres,public,tickets_visibles_entreprise,SELECT
postgres,public,tickets_visibles_entreprise,TRIGGER
postgres,public,tickets_visibles_entreprise,TRUNCATE
postgres,public,tickets_visibles_entreprise,UPDATE
service_role,public,tickets_visibles_entreprise,DELETE
service_role,public,tickets_visibles_entreprise,INSERT
service_role,public,tickets_visibles_entreprise,REFERENCES
service_role,public,tickets_visibles_entreprise,SELECT
service_role,public,tickets_visibles_entreprise,TRIGGER
service_role,public,tickets_visibles_entreprise,TRUNCATE
service_role,public,tickets_visibles_entreprise,UPDATE
anon,realtime,messages,INSERT
anon,realtime,messages,SELECT
anon,realtime,messages,UPDATE
authenticated,realtime,messages,INSERT
authenticated,realtime,messages,SELECT
authenticated,realtime,messages,UPDATE
dashboard_user,realtime,messages,DELETE
dashboard_user,realtime,messages,INSERT
dashboard_user,realtime,messages,REFERENCES
dashboard_user,realtime,messages,SELECT
dashboard_user,realtime,messages,TRIGGER
dashboard_user,realtime,messages,TRUNCATE
dashboard_user,realtime,messages,UPDATE
postgres,realtime,messages,DELETE
postgres,realtime,messages,INSERT
postgres,realtime,messages,REFERENCES
postgres,realtime,messages,SELECT
postgres,realtime,messages,TRIGGER
postgres,realtime,messages,TRUNCATE
postgres,realtime,messages,UPDATE
service_role,realtime,messages,INSERT
service_role,realtime,messages,SELECT
service_role,realtime,messages,UPDATE
supabase_realtime_admin,realtime,messages,DELETE
supabase_realtime_admin,realtime,messages,INSERT
supabase_realtime_admin,realtime,messages,REFERENCES
supabase_realtime_admin,realtime,messages,SELECT
supabase_realtime_admin,realtime,messages,TRIGGER
supabase_realtime_admin,realtime,messages,TRUNCATE
supabase_realtime_admin,realtime,messages,UPDATE
anon,realtime,schema_migrations,SELECT
authenticated,realtime,schema_migrations,SELECT
postgres,realtime,schema_migrations,DELETE
postgres,realtime,schema_migrations,INSERT
postgres,realtime,schema_migrations,REFERENCES
postgres,realtime,schema_migrations,SELECT
postgres,realtime,schema_migrations,TRIGGER
postgres,realtime,schema_migrations,TRUNCATE
postgres,realtime,schema_migrations,UPDATE
service_role,realtime,schema_migrations,SELECT
supabase_realtime_admin,realtime,schema_migrations,DELETE
supabase_realtime_admin,realtime,schema_migrations,INSERT
supabase_realtime_admin,realtime,schema_migrations,REFERENCES
supabase_realtime_admin,realtime,schema_migrations,SELECT
supabase_realtime_admin,realtime,schema_migrations,TRIGGER
supabase_realtime_admin,realtime,schema_migrations,TRUNCATE
supabase_realtime_admin,realtime,schema_migrations,UPDATE
anon,realtime,subscription,SELECT
authenticated,realtime,subscription,SELECT
postgres,realtime,subscription,DELETE
postgres,realtime,subscription,INSERT
postgres,realtime,subscription,REFERENCES
postgres,realtime,subscription,SELECT
postgres,realtime,subscription,TRIGGER
postgres,realtime,subscription,TRUNCATE
postgres,realtime,subscription,UPDATE
service_role,realtime,subscription,SELECT
supabase_realtime_admin,realtime,subscription,DELETE
supabase_realtime_admin,realtime,subscription,INSERT
supabase_realtime_admin,realtime,subscription,REFERENCES
supabase_realtime_admin,realtime,subscription,SELECT
supabase_realtime_admin,realtime,subscription,TRIGGER
supabase_realtime_admin,realtime,subscription,TRUNCATE
supabase_realtime_admin,realtime,subscription,UPDATE
anon,storage,buckets,DELETE
anon,storage,buckets,INSERT
anon,storage,buckets,REFERENCES
anon,storage,buckets,SELECT
anon,storage,buckets,TRIGGER
anon,storage,buckets,TRUNCATE
anon,storage,buckets,UPDATE
authenticated,storage,buckets,DELETE
authenticated,storage,buckets,INSERT
authenticated,storage,buckets,REFERENCES
authenticated,storage,buckets,SELECT
authenticated,storage,buckets,TRIGGER
authenticated,storage,buckets,TRUNCATE
authenticated,storage,buckets,UPDATE
postgres,storage,buckets,DELETE
postgres,storage,buckets,INSERT
postgres,storage,buckets,REFERENCES
postgres,storage,buckets,SELECT
postgres,storage,buckets,TRIGGER
postgres,storage,buckets,TRUNCATE
postgres,storage,buckets,UPDATE
service_role,storage,buckets,DELETE
service_role,storage,buckets,INSERT
service_role,storage,buckets,REFERENCES
service_role,storage,buckets,SELECT
service_role,storage,buckets,TRIGGER
service_role,storage,buckets,TRUNCATE
service_role,storage,buckets,UPDATE
anon,storage,buckets_analytics,DELETE
anon,storage,buckets_analytics,INSERT
anon,storage,buckets_analytics,REFERENCES
anon,storage,buckets_analytics,SELECT
anon,storage,buckets_analytics,TRIGGER
anon,storage,buckets_analytics,TRUNCATE
anon,storage,buckets_analytics,UPDATE
authenticated,storage,buckets_analytics,DELETE
authenticated,storage,buckets_analytics,INSERT
authenticated,storage,buckets_analytics,REFERENCES
authenticated,storage,buckets_analytics,SELECT
authenticated,storage,buckets_analytics,TRIGGER
authenticated,storage,buckets_analytics,TRUNCATE
authenticated,storage,buckets_analytics,UPDATE
service_role,storage,buckets_analytics,DELETE
service_role,storage,buckets_analytics,INSERT
service_role,storage,buckets_analytics,REFERENCES
service_role,storage,buckets_analytics,SELECT
service_role,storage,buckets_analytics,TRIGGER
service_role,storage,buckets_analytics,TRUNCATE
service_role,storage,buckets_analytics,UPDATE
anon,storage,buckets_vectors,SELECT
authenticated,storage,buckets_vectors,SELECT
service_role,storage,buckets_vectors,SELECT
anon,storage,objects,DELETE
anon,storage,objects,INSERT
anon,storage,objects,REFERENCES
anon,storage,objects,SELECT
anon,storage,objects,TRIGGER
anon,storage,objects,TRUNCATE
anon,storage,objects,UPDATE
authenticated,storage,objects,DELETE
authenticated,storage,objects,INSERT
authenticated,storage,objects,REFERENCES
authenticated,storage,objects,SELECT
authenticated,storage,objects,TRIGGER
authenticated,storage,objects,TRUNCATE
authenticated,storage,objects,UPDATE
postgres,storage,objects,DELETE
postgres,storage,objects,INSERT
postgres,storage,objects,REFERENCES
postgres,storage,objects,SELECT
postgres,storage,objects,TRIGGER
postgres,storage,objects,TRUNCATE
postgres,storage,objects,UPDATE
service_role,storage,objects,DELETE
service_role,storage,objects,INSERT
service_role,storage,objects,REFERENCES
service_role,storage,objects,SELECT
service_role,storage,objects,TRIGGER
service_role,storage,objects,TRUNCATE
service_role,storage,objects,UPDATE
anon,storage,prefixes,DELETE
anon,storage,prefixes,INSERT
anon,storage,prefixes,REFERENCES
anon,storage,prefixes,SELECT
anon,storage,prefixes,TRIGGER
anon,storage,prefixes,TRUNCATE
anon,storage,prefixes,UPDATE
authenticated,storage,prefixes,DELETE
authenticated,storage,prefixes,INSERT
authenticated,storage,prefixes,REFERENCES
authenticated,storage,prefixes,SELECT
authenticated,storage,prefixes,TRIGGER
authenticated,storage,prefixes,TRUNCATE
authenticated,storage,prefixes,UPDATE
service_role,storage,prefixes,DELETE
service_role,storage,prefixes,INSERT
service_role,storage,prefixes,REFERENCES
service_role,storage,prefixes,SELECT
service_role,storage,prefixes,TRIGGER
service_role,storage,prefixes,TRUNCATE
service_role,storage,prefixes,UPDATE
anon,storage,s3_multipart_uploads,SELECT
authenticated,storage,s3_multipart_uploads,SELECT
service_role,storage,s3_multipart_uploads,DELETE
service_role,storage,s3_multipart_uploads,INSERT
service_role,storage,s3_multipart_uploads,REFERENCES
service_role,storage,s3_multipart_uploads,SELECT
service_role,storage,s3_multipart_uploads,TRIGGER
service_role,storage,s3_multipart_uploads,TRUNCATE
service_role,storage,s3_multipart_uploads,UPDATE
anon,storage,s3_multipart_uploads_parts,SELECT
authenticated,storage,s3_multipart_uploads_parts,SELECT
service_role,storage,s3_multipart_uploads_parts,DELETE
service_role,storage,s3_multipart_uploads_parts,INSERT
service_role,storage,s3_multipart_uploads_parts,REFERENCES
service_role,storage,s3_multipart_uploads_parts,SELECT
service_role,storage,s3_multipart_uploads_parts,TRIGGER
service_role,storage,s3_multipart_uploads_parts,TRUNCATE
service_role,storage,s3_multipart_uploads_parts,UPDATE
anon,storage,vector_indexes,SELECT
authenticated,storage,vector_indexes,SELECT
service_role,storage,vector_indexes,SELECT
postgres,vault,decrypted_secrets,DELETE
postgres,vault,decrypted_secrets,REFERENCES
postgres,vault,decrypted_secrets,SELECT
postgres,vault,decrypted_secrets,TRUNCATE
service_role,vault,decrypted_secrets,DELETE
service_role,vault,decrypted_secrets,SELECT
postgres,vault,secrets,DELETE
postgres,vault,secrets,REFERENCES
postgres,vault,secrets,SELECT
postgres,vault,secrets,TRUNCATE
service_role,vault,secrets,DELETE
service_role,vault,secrets,SELECT
